interval_start_utc,interval_end_utc,respondent,load,load_forecast,net_generation,total_interchange
2022-11-01 00:00:00+00:00,2022-11-02 00:00:00+00:00,PACE,5179.2307692307692308,5323.8000000000000000,6625.1818181818181818,1344.3333333333333333
2022-11-02 00:00:00+00:00,2022-11-03 00:00:00+00:00,PACE,5367.2500000000000000,5594.2500000000000000,6041.4375000000000000,349.1250000000000000
2022-11-03 00:00:00+00:00,2022-11-04 00:00:00+00:00,PACE,5658.9285714285714286,5622.0714285714285714,5332.2631578947368421,-139.6111111111111111
2022-11-04 00:00:00+00:00,2022-11-05 00:00:00+00:00,PACE,5772.2857142857142857,5750.1250000000000000,5949.0000000000000000,341.9375000000000000
2022-11-05 00:00:00+00:00,2022-11-06 00:00:00+00:00,PACE,5524.1764705882352941,5484.4705882352941176,6041.9285714285714286,343.1333333333333333
2022-11-06 00:00:00+00:00,2022-11-07 00:00:00+00:00,PACE,5441.2105263157894737,5387.9333333333333333,5968.1875000000000000,508.1052631578947368
2022-11-07 00:00:00+00:00,2022-11-08 00:00:00+00:00,PACE,5571.2142857142857143,5590.3846153846153846,6594.7777777777777778,1071.0000000000000000
2022-11-08 00:00:00+00:00,2022-11-09 00:00:00+00:00,PACE,5608.8666666666666667,5576.5555555555555556,5944.9473684210526316,379.7058823529411765
2022-11-09 00:00:00+00:00,2022-11-10 00:00:00+00:00,PACE,5678.5000000000000000,5860.5789473684210526,5806.1250000000000000,114.2000000000000000
2022-11-10 00:00:00+00:00,2022-11-11 00:00:00+00:00,PACE,5835.5625000000000000,6079.4545454545454545,6436.7058823529411765,507.7500000000000000
2022-11-11 00:00:00+00:00,2022-11-12 00:00:00+00:00,PACE,5709.3333333333333333,5995.5882352941176471,6711.1500000000000000,1199.8888888888888889
2022-11-12 00:00:00+00:00,2022-11-13 00:00:00+00:00,PACE,5508.2500000000000000,5705.2222222222222222,6673.6666666666666667,1075.8235294117647059
2022-11-13 00:00:00+00:00,2022-11-14 00:00:00+00:00,PACE,5463.8750000000000000,5645.7142857142857143,6046.4166666666666667,475.9375000000000000
2022-11-14 00:00:00+00:00,2022-11-15 00:00:00+00:00,PACE,5643.5625000000000000,5862.2941176470588235,6816.5333333333333333,1063.9333333333333333
2022-11-15 00:00:00+00:00,2022-11-16 00:00:00+00:00,PACE,5719.9230769230769231,6040.9411764705882353,6580.0625000000000000,996.1538461538461538
2022-11-16 00:00:00+00:00,2022-11-17 00:00:00+00:00,PACE,5695.2500000000000000,5925.6000000000000000,6686.2666666666666667,965.7894736842105263
2022-11-17 00:00:00+00:00,2022-11-18 00:00:00+00:00,PACE,5667.2352941176470588,6064.7333333333333333,6859.5882352941176471,1175.2777777777777778
2022-11-18 00:00:00+00:00,2022-11-19 00:00:00+00:00,PACE,5764.5500000000000000,6066.0000000000000000,6660.9285714285714286,965.2500000000000000
2022-11-19 00:00:00+00:00,2022-11-20 00:00:00+00:00,PACE,5755.7647058823529412,5849.1250000000000000,6069.2857142857142857,222.7647058823529412
2022-11-20 00:00:00+00:00,2022-11-21 00:00:00+00:00,PACE,5646.4117647058823529,5829.0000000000000000,6473.4705882352941176,776.3000000000000000
2022-11-21 00:00:00+00:00,2022-11-22 00:00:00+00:00,PACE,5969.5333333333333333,5944.6500000000000000,6790.2307692307692308,863.2666666666666667
2022-11-22 00:00:00+00:00,2022-11-23 00:00:00+00:00,PACE,5789.5882352941176471,6001.8461538461538462,6654.0000000000000000,825.0666666666666667
2022-11-23 00:00:00+00:00,2022-11-24 00:00:00+00:00,PACE,5950.0526315789473684,6020.6000000000000000,6803.4375000000000000,931.9230769230769231
2022-11-24 00:00:00+00:00,2022-11-25 00:00:00+00:00,PACE,5615.3333333333333333,5846.3571428571428571,6279.3157894736842105,745.5333333333333333
2022-11-25 00:00:00+00:00,2022-11-26 00:00:00+00:00,PACE,5205.0000000000000000,5622.9375000000000000,6381.0769230769230769,1085.1666666666666667
2022-11-26 00:00:00+00:00,2022-11-27 00:00:00+00:00,PACE,5435.1764705882352941,5728.3333333333333333,6239.7142857142857143,814.2222222222222222
2022-11-27 00:00:00+00:00,2022-11-28 00:00:00+00:00,PACE,5374.5714285714285714,5586.1428571428571429,6316.5714285714285714,1042.3571428571428571
2022-11-28 00:00:00+00:00,2022-11-29 00:00:00+00:00,PACE,5699.6875000000000000,5753.3333333333333333,6941.0000000000000000,1240.0000000000000000
2022-11-29 00:00:00+00:00,2022-11-30 00:00:00+00:00,PACE,5860.2000000000000000,6173.5625000000000000,6912.4375000000000000,942.0588235294117647
2022-11-30 00:00:00+00:00,2022-12-01 00:00:00+00:00,PACE,5663.2105263157894737,6364.5789473684210526,7620.0666666666666667,1807.6875000000000000
2022-12-01 00:00:00+00:00,2022-12-02 00:00:00+00:00,PACE,5443.4000000000000000,6189.4285714285714286,7078.9333333333333333,1526.1111111111111111
2022-12-02 00:00:00+00:00,2022-12-03 00:00:00+00:00,PACE,5577.2631578947368421,6158.1428571428571429,7150.3000000000000000,1578.1176470588235294
2022-12-03 00:00:00+00:00,2022-12-04 00:00:00+00:00,PACE,5518.4117647058823529,6057.5000000000000000,6791.7777777777777778,1197.1500000000000000
2022-12-04 00:00:00+00:00,2022-12-05 00:00:00+00:00,PACE,5448.3333333333333333,5973.6153846153846154,6741.7333333333333333,1327.7058823529411765
2022-12-05 00:00:00+00:00,2022-12-06 00:00:00+00:00,PACE,5751.0666666666666667,6378.1875000000000000,6830.1333333333333333,1183.8095238095238095
2022-12-06 00:00:00+00:00,2022-12-07 00:00:00+00:00,PACE,5879.8823529411764706,6394.0000000000000000,6443.7222222222222222,601.8500000000000000
2022-12-07 00:00:00+00:00,2022-12-08 00:00:00+00:00,PACE,5853.6428571428571429,6447.3333333333333333,6494.0588235294117647,716.5625000000000000
2022-12-08 00:00:00+00:00,2022-12-09 00:00:00+00:00,PACE,5832.1428571428571429,6611.0000000000000000,7007.8750000000000000,978.2142857142857143
2022-12-09 00:00:00+00:00,2022-12-10 00:00:00+00:00,PACE,5915.8000000000000000,6452.7272727272727273,7431.1875000000000000,1502.2142857142857143
2022-12-10 00:00:00+00:00,2022-12-11 00:00:00+00:00,PACE,5711.2352941176470588,5979.9230769230769231,6970.1428571428571429,1168.8571428571428571
2022-12-11 00:00:00+00:00,2022-12-12 00:00:00+00:00,PACE,5465.8666666666666667,5964.0588235294117647,6916.6923076923076923,1448.0000000000000000
2022-12-12 00:00:00+00:00,2022-12-13 00:00:00+00:00,PACE,5828.6470588235294118,6393.7333333333333333,6693.1764705882352941,867.6250000000000000
2022-12-13 00:00:00+00:00,2022-12-14 00:00:00+00:00,PACE,6162.3846153846153846,6443.9411764705882353,6934.3529411764705882,621.7058823529411765
2022-12-14 00:00:00+00:00,2022-12-15 00:00:00+00:00,PACE,6349.1875000000000000,6647.5789473684210526,7103.3333333333333333,715.6666666666666667
2022-12-15 00:00:00+00:00,2022-12-16 00:00:00+00:00,PACE,6347.3125000000000000,6711.6875000000000000,7130.6923076923076923,782.0000000000000000
2022-12-16 00:00:00+00:00,2022-12-17 00:00:00+00:00,PACE,6578.0000000000000000,6689.6666666666666667,7273.3333333333333333,626.1666666666666667
2022-12-17 00:00:00+00:00,2022-12-18 00:00:00+00:00,PACE,6308.4705882352941176,6510.8500000000000000,7139.4285714285714286,945.3333333333333333
2022-12-18 00:00:00+00:00,2022-12-19 00:00:00+00:00,PACE,6224.5263157894736842,6340.2142857142857143,7038.2666666666666667,781.3846153846153846
2022-12-19 00:00:00+00:00,2022-12-20 00:00:00+00:00,PACE,6433.2352941176470588,6713.4117647058823529,7320.8000000000000000,1002.4000000000000000
2022-12-20 00:00:00+00:00,2022-12-21 00:00:00+00:00,PACE,6261.5000000000000000,6608.7500000000000000,7581.7333333333333333,1185.8823529411764706
2022-12-21 00:00:00+00:00,2022-12-22 00:00:00+00:00,PACE,6385.7647058823529412,6524.1176470588235294,7561.6111111111111111,1147.5625000000000000
2022-12-22 00:00:00+00:00,2022-12-23 00:00:00+00:00,PACE,6212.7222222222222222,6729.9375000000000000,6963.7692307692307692,758.5714285714285714
2022-12-23 00:00:00+00:00,2022-12-24 00:00:00+00:00,PACE,6174.7500000000000000,6729.6666666666666667,7517.2142857142857143,1151.0000000000000000
2022-12-24 00:00:00+00:00,2022-12-25 00:00:00+00:00,PACE,5698.5882352941176471,6427.3333333333333333,7440.8571428571428571,1387.4166666666666667
2022-12-25 00:00:00+00:00,2022-12-26 00:00:00+00:00,PACE,5341.5000000000000000,5871.2307692307692308,7225.3571428571428571,1738.8461538461538462
2022-12-26 00:00:00+00:00,2022-12-27 00:00:00+00:00,PACE,5584.9090909090909091,6063.5000000000000000,7398.9166666666666667,1864.1428571428571429
2022-12-27 00:00:00+00:00,2022-12-28 00:00:00+00:00,PACE,5957.7647058823529412,6343.5000000000000000,7340.9285714285714286,1206.1538461538461538
2022-12-28 00:00:00+00:00,2022-12-29 00:00:00+00:00,PACE,6145.1111111111111111,6190.2000000000000000,6840.2352941176470588,810.0500000000000000
2022-12-29 00:00:00+00:00,2022-12-30 00:00:00+00:00,PACE,6194.0000000000000000,6212.8181818181818182,6843.1666666666666667,536.7500000000000000
2022-12-30 00:00:00+00:00,2022-12-31 00:00:00+00:00,PACE,6187.2631578947368421,6343.7272727272727273,6626.5384615384615385,479.2941176470588235
2022-12-31 00:00:00+00:00,2023-01-01 00:00:00+00:00,PACE,6043.0000000000000000,6031.6315789473684211,6669.7500000000000000,577.6111111111111111
2023-01-01 00:00:00+00:00,2023-01-02 00:00:00+00:00,PACE,5807.0000000000000000,5837.2105263157894737,6068.1176470588235294,142.9444444444444444
2023-01-02 00:00:00+00:00,2023-01-03 00:00:00+00:00,PACE,6143.4285714285714286,6217.6153846153846154,6914.9375000000000000,938.3333333333333333
2023-01-03 00:00:00+00:00,2023-01-04 00:00:00+00:00,PACE,6231.8888888888888889,6514.6666666666666667,6873.4761904761904762,607.8750000000000000
2023-01-04 00:00:00+00:00,2023-01-05 00:00:00+00:00,PACE,6197.2777777777777778,6408.8235294117647059,7277.7647058823529412,1054.8750000000000000
2023-01-05 00:00:00+00:00,2023-01-06 00:00:00+00:00,PACE,6257.6250000000000000,6189.4000000000000000,7404.0000000000000000,1181.8000000000000000
2023-01-06 00:00:00+00:00,2023-01-07 00:00:00+00:00,PACE,6235.9230769230769231,6218.7500000000000000,6886.2307692307692308,661.8125000000000000
2023-01-07 00:00:00+00:00,2023-01-08 00:00:00+00:00,PACE,5978.7692307692307692,5992.1428571428571429,6875.9411764705882353,1006.2352941176470588
2023-01-08 00:00:00+00:00,2023-01-09 00:00:00+00:00,PACE,5901.7000000000000000,5893.7058823529411765,6992.0000000000000000,1180.3529411764705882
2023-01-09 00:00:00+00:00,2023-01-10 00:00:00+00:00,PACE,5947.9411764705882353,6128.7058823529411765,7171.4705882352941176,1226.7222222222222222
2023-01-10 00:00:00+00:00,2023-01-11 00:00:00+00:00,PACE,5971.7222222222222222,6241.8125000000000000,7113.8888888888888889,1191.0000000000000000
2023-01-11 00:00:00+00:00,2023-01-12 00:00:00+00:00,PACE,5835.9500000000000000,6286.1764705882352941,7045.7142857142857143,1315.7000000000000000
2023-01-12 00:00:00+00:00,2023-01-13 00:00:00+00:00,PACE,5865.2666666666666667,6273.4000000000000000,7240.2727272727272727,1168.8571428571428571
2023-01-13 00:00:00+00:00,2023-01-14 00:00:00+00:00,PACE,5700.6111111111111111,6202.5454545454545455,6805.2500000000000000,1085.4705882352941176
2023-01-14 00:00:00+00:00,2023-01-15 00:00:00+00:00,PACE,5611.7058823529411765,5895.4375000000000000,7182.8421052631578947,1695.7619047619047619
2023-01-15 00:00:00+00:00,2023-01-16 00:00:00+00:00,PACE,5593.9411764705882353,5814.1500000000000000,6851.3571428571428571,1233.1333333333333333
2023-01-16 00:00:00+00:00,2023-01-17 00:00:00+00:00,PACE,5987.3529411764705882,6038.5714285714285714,7148.6190476190476190,1098.2631578947368421
2023-01-17 00:00:00+00:00,2023-01-18 00:00:00+00:00,PACE,6084.0588235294117647,6318.7222222222222222,6505.3333333333333333,357.7368421052631579
2023-01-18 00:00:00+00:00,2023-01-19 00:00:00+00:00,PACE,5794.0000000000000000,6475.3333333333333333,6897.7368421052631579,1023.6250000000000000
2023-01-19 00:00:00+00:00,2023-01-20 00:00:00+00:00,PACE,6103.4666666666666667,6402.6153846153846154,7010.5882352941176471,829.4666666666666667
2023-01-20 00:00:00+00:00,2023-01-21 00:00:00+00:00,PACE,6307.3888888888888889,6411.8333333333333333,6955.5000000000000000,710.7368421052631579
2023-01-21 00:00:00+00:00,2023-01-22 00:00:00+00:00,PACE,6094.3157894736842105,6246.3000000000000000,7382.2631578947368421,1255.5000000000000000
2023-01-22 00:00:00+00:00,2023-01-23 00:00:00+00:00,PACE,6176.1500000000000000,6198.2105263157894737,7028.1764705882352941,756.7222222222222222
2023-01-23 00:00:00+00:00,2023-01-24 00:00:00+00:00,PACE,6133.9473684210526316,6453.8947368421052632,6923.1052631578947368,773.5000000000000000
2023-01-24 00:00:00+00:00,2023-01-25 00:00:00+00:00,PACE,6231.8421052631578947,6516.1000000000000000,7327.3750000000000000,1198.9333333333333333
2023-01-25 00:00:00+00:00,2023-01-26 00:00:00+00:00,PACE,6168.7500000000000000,6505.0625000000000000,7326.0833333333333333,1326.1428571428571429
2023-01-26 00:00:00+00:00,2023-01-27 00:00:00+00:00,PACE,6026.2000000000000000,6499.5000000000000000,7284.0769230769230769,1117.2500000000000000
2023-01-27 00:00:00+00:00,2023-01-28 00:00:00+00:00,PACE,6300.5882352941176471,6250.9333333333333333,6936.9375000000000000,586.4500000000000000
2023-01-28 00:00:00+00:00,2023-01-29 00:00:00+00:00,PACE,5874.5625000000000000,6049.9375000000000000,6114.4000000000000000,101.9230769230769231
2023-01-29 00:00:00+00:00,2023-01-30 00:00:00+00:00,PACE,5541.7500000000000000,6176.2666666666666667,5566.0000000000000000,-153.8000000000000000
2023-01-30 00:00:00+00:00,2023-01-31 00:00:00+00:00,PACE,6338.0625000000000000,6616.2307692307692308,6284.4285714285714286,-94.6428571428571429
2023-01-31 00:00:00+00:00,2023-02-01 00:00:00+00:00,PACE,6667.4444444444444444,6658.0000000000000000,7108.2142857142857143,485.3076923076923077
2023-02-01 00:00:00+00:00,2023-02-02 00:00:00+00:00,PACE,6606.1111111111111111,6581.4615384615384615,7510.0769230769230769,1086.3333333333333333
2023-02-02 00:00:00+00:00,2023-02-03 00:00:00+00:00,PACE,6143.5000000000000000,6417.0555555555555556,7228.8421052631578947,928.0000000000000000
2023-02-03 00:00:00+00:00,2023-02-04 00:00:00+00:00,PACE,6197.5833333333333333,6167.8571428571428571,6871.2352941176470588,525.8947368421052632
2023-02-04 00:00:00+00:00,2023-02-05 00:00:00+00:00,PACE,6052.2105263157894737,5971.6666666666666667,6301.8571428571428571,206.8125000000000000
2023-02-05 00:00:00+00:00,2023-02-06 00:00:00+00:00,PACE,6043.1428571428571429,5886.5263157894736842,5664.7333333333333333,-381.5789473684210526
2023-02-06 00:00:00+00:00,2023-02-07 00:00:00+00:00,PACE,6130.8947368421052632,6193.8888888888888889,5946.6666666666666667,-136.7647058823529412
2023-02-07 00:00:00+00:00,2023-02-08 00:00:00+00:00,PACE,6052.3888888888888889,6384.5714285714285714,6512.2000000000000000,461.4117647058823529
2023-02-08 00:00:00+00:00,2023-02-09 00:00:00+00:00,PACE,6145.0952380952380952,6302.6666666666666667,6940.2222222222222222,769.7368421052631579
2023-02-09 00:00:00+00:00,2023-02-10 00:00:00+00:00,PACE,5963.0588235294117647,6480.0526315789473684,6358.1250000000000000,301.6666666666666667
2023-02-10 00:00:00+00:00,2023-02-11 00:00:00+00:00,PACE,6138.2631578947368421,6490.0526315789473684,6774.6666666666666667,482.4285714285714286
2023-02-11 00:00:00+00:00,2023-02-12 00:00:00+00:00,PACE,5965.1111111111111111,6022.1111111111111111,6019.9285714285714286,-48.4375000000000000
2023-02-12 00:00:00+00:00,2023-02-13 00:00:00+00:00,PACE,5710.7894736842105263,5908.1176470588235294,5809.7142857142857143,160.8181818181818182
2023-02-13 00:00:00+00:00,2023-02-14 00:00:00+00:00,PACE,6014.7333333333333333,6068.9333333333333333,5891.1428571428571429,-159.8750000000000000
2023-02-14 00:00:00+00:00,2023-02-15 00:00:00+00:00,PACE,6133.9285714285714286,6272.3000000000000000,6430.4761904761904762,621.0000000000000000
2023-02-15 00:00:00+00:00,2023-02-16 00:00:00+00:00,PACE,6247.1666666666666667,6534.4666666666666667,6067.7272727272727273,103.4000000000000000
2023-02-16 00:00:00+00:00,2023-02-17 00:00:00+00:00,PACE,6075.7692307692307692,6531.7857142857142857,6056.4000000000000000,-152.8333333333333333
2023-02-17 00:00:00+00:00,2023-02-18 00:00:00+00:00,PACE,6354.2666666666666667,6442.3636363636363636,6319.0909090909090909,165.7058823529411765
2023-02-18 00:00:00+00:00,2023-02-19 00:00:00+00:00,PACE,6146.9090909090909091,6151.4615384615384615,6071.0714285714285714,-103.5833333333333333
2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00,PACE,5998.5555555555555556,6020.8666666666666667,6319.6875000000000000,378.5000000000000000
2023-02-20 00:00:00+00:00,2023-02-21 00:00:00+00:00,PACE,6218.1666666666666667,6069.4666666666666667,6009.6470588235294118,-20.0000000000000000
2023-02-21 00:00:00+00:00,2023-02-22 00:00:00+00:00,PACE,6235.0625000000000000,6285.7058823529411765,6293.1875000000000000,92.6153846153846154
2023-02-22 00:00:00+00:00,2023-02-23 00:00:00+00:00,PACE,6302.2500000000000000,6403.1000000000000000,5785.6666666666666667,-511.2777777777777778
2023-02-23 00:00:00+00:00,2023-02-24 00:00:00+00:00,PACE,6319.2631578947368421,6595.4000000000000000,5677.2500000000000000,-673.1764705882352941
2023-02-24 00:00:00+00:00,2023-02-25 00:00:00+00:00,PACE,6104.3750000000000000,6541.6666666666666667,6877.2307692307692308,939.4375000000000000
2023-02-25 00:00:00+00:00,2023-02-26 00:00:00+00:00,PACE,5820.1250000000000000,6155.2222222222222222,6818.5714285714285714,642.8823529411764706
2023-02-26 00:00:00+00:00,2023-02-27 00:00:00+00:00,PACE,5786.0625000000000000,5988.5333333333333333,5721.0000000000000000,83.0666666666666667
2023-02-27 00:00:00+00:00,2023-02-28 00:00:00+00:00,PACE,6069.9000000000000000,6144.7777777777777778,6602.2857142857142857,655.2307692307692308
2023-02-28 00:00:00+00:00,2023-03-01 00:00:00+00:00,PACE,6034.2000000000000000,6237.6153846153846154,6270.7058823529411765,128.3684210526315789
2023-03-01 00:00:00+00:00,2023-03-02 00:00:00+00:00,PACE,6144.5263157894736842,6292.7000000000000000,5775.0714285714285714,-445.5000000000000000
